1301.28000000002,
1323.565,
1312.744,
1317.52,
1284.144,
1313.328,
1331.217,
1303.037,
1321.492,
1312.798,
1313.592,
1323.352,
1335.432,
1341.444,
1329.508,
1357.212,
1342.957,
1292.762,
1320.88,
1349.39,
1348.316,
1309.177,
1328.347,
1297.666,
1341.843,
1305.006,
1293.722,
1338.258,
1361.986,
1345.23,
1337.087,
1329.774,
1345.92100000001,
1326.572,
1342.998,
1328.891,
1310.98,
1360.003,
1342.837,
1340.648,
1303.922,
1342.942,
1349.982,
1347.641,
1343.416,
1317.112,
1327.372,
1333.146,
1289.798,
1335.541,
1350.01899999999,
1341.511,
1305.814,
1317.03099999999,
1291.79300000001,
1309.603,
1326.771,
1323.378,
1340.60899999999,
1351.13,
1283.521,
1313.356,
1306.71600000001,
1306.05,
1300.947,
1339.12400000001,
1337.90200000001,
1347.58600000001,
1313.159,
1301.272,
1319.393,
1310.413,
1341.855,
1326.64300000001,
1324.803,
1307.65700000001,
1301.28400000001,
1261.53400000001,
1299.282,
1355.61,
1358.276,
1369.34,
1366.648,
1370.071,
1327.35200000001,
1316.061,
1323.933,
1259.56700000001,
1323.89,
1333.531,
1339.53900000001,
1337.27400000001,
1339.86699999999,
1345.14699999999,
1319.07,
1301.465,
1314.46200000001,
1328.68499999999,
1314.88600000001,
1329.989,
1323.92200000002,
1003.133,
1025.16800000002,
1349.68800000001,
1335.17700000001,
1303.37799999998,
1325.284,
983.746000000004,
1310.435,
1283.793,
1307.491,
998.544999999997,
1311.056,
1298.88299999999,
1321.92200000001,
1338.80600000001,
1117.844,
1300.008,
1287.771,
1312.103,
1314.57500000001,
1311.093,
1334.84400000002,
1147.206,
1305.045,
1362.38300000002,
1321.55899999999,
1313.32800000002,
1329.38399999999,
1095.055,
1311.861,
1314.313,
1308.13900000001,
1128.67600000001,
1349.35800000002,
1243.346,
1239.354,
1240.10299999999,
1233.472,
1243.31999999999,
1257.752,
1237.99700000001,
1214.372,
1205.769,
1203.99700000001,
1227.18399999999,
1200.13499999998,
1222.40799999999,
1249.78800000001,
1236.46100000001,
1251.16299999999,
1240.358,
1265.43599999999,
1261.819,
1243.92099999997,
1234.559,
1232.75100000001,
1240.80399999999,
1247.26200000001,
1236.886,
1241.03999999998,
1244.32399999999,
1214.311,
1210.44599999999,
1241.67900000001,
1194.27199999998,
1239.73,
1239.79900000001,
1234.511,
1252.398,
1255.28999999999,
1281.18600000001,
1249.04400000002,
1254.99900000002,
1246.56999999998,
1278.091,
1264.563,
1256.78200000001,
1261.47799999998,
1258.51300000002,
1269.44399999999,
1260.99399999999,
1264.15200000001,
1264.2,
1292.497,
1250.20099999998,
1278.12399999999,
1256.56,
1267.63899999999,
1283.53000000002,
1295.02699999999,
1272.37600000002,
1275.047,
1243.868,
1213.194,
1237.931,
1219.558,
1183.01,
1231.806,
1188.053,
1195.226,
1179.008,
1169.213,
1210.063,
1196.216,
1237.64,
1216.747,
1203.484,
1214.13,
1198.79,
1221.603,
1202.585,
1190.507,
1212.115,
1167.71,
1215.047,
1193.004,
1202.942,
1191.608,
1224.197,
1201.681,
1199.643,
1207.27400000001,
1188.09,
1225.944,
1230.013,
1207.70599999999,
1258.545,
1218.827,
1226.758,
1229.256,
1239.367,
1227.269,
1232.979,
1232.412,
1239.849,
1228.435,
1223.086,
1199.123,
1221.562,
1212.553,
1207.295,
1204.821,
1271.99700000001,
1242.316,
1218.442,
1179.999,
1209.251,
1146.50900000001,
1211.38000000001,
1204.78,
1275.16700000001,
1253.536,
1280.56099999999,
1258.253,
1236.654,
1243.85,
1286.018,
1263.488,
1248.69499999999,
1252.97000000001,
1233.808,
1247.31400000001,
1231.546,
1292.32100000001,
1278.99300000001,
1271.98600000001,
1236.989,
1258.268,
1241.927,
1230.13600000001,
1230.548,
1278.25800000001,
1290.745,
1334.955,
1291.99499999999,
1281.14300000001,
1290.098,
1292.04700000001,
1278.86300000001,
1341.661,
1298.77600000001,
1287.291,
1257.76299999999,
1262.81300000001,
1293.09699999999,
1256.678,
1258.33800000001,
1263.323,
1250.398,
1283.262,
1257.959,
1232.18699999999,
1263.152,
1255.683,
1244.53700000001,
1209.82499999999,
1242.188,
1254.53000000001,
1242.36,
1279.02600000002,
1242.20099999999,
1257.37999999999,
1257.23799999998,
1229.13899999998,
1281.05199999999,
1249.69200000001,
1263.31900000003,
1239.653,
1225.212,
1238.22999999997,
1295.94300000001,
1256.37500000002,
1234.05399999999,
1246.426,
1213.76500000001,
1230.70000000002,
1300.817,
1290.43099999998,
1301.152,
1265.46999999998,
1258.16400000001,
1275.58499999999,
1255.60800000001,
1221.607,
1268.55799999998,
1273.613,
1259.49899999998,
1283.03899999999,
1214.305,
,1286.738
,1294.229
,1172.266
,1173.954
,1222.177
,1187.214
,1185.528
,1211.221
,1147.312
,1248.396
,1276.559
,1295.49
,1258.891
,1231.195
,1262.921
,1274.099
,1302.342
,1282.485
,1262.616
,1253.509
,1241.159
,1281.947
,1306.755
,1253.973
,1209.194
,1208.258
,1199.839
,1245.604
,1224.786
,1220.434
,1223.896
,1192.252
,1182.116
,1183.325
,1172.093
,1158.022
,1163.845
,1129.338
,1225.582
,1195
,1225.217
,1212.63999999999
,1213.507
,1190.33500000001
,1175.154
,1171.614
,1198.69
,1180.07600000001
,1193.72400000001
,1188.011
,1200.93600000001
,1210.129
,1212.064
,1209.27999999999
,1232.24
,1187.66
,1191.69
,1207.572
,1189.993
,1244.9
,1230.63599999999
,1180.72000000001
,1258.765
,1203.03799999999
,1184.07699999999
,1175.39700000001
,1259.30200000001
,1252.618
,1216.058
,1229.438
,1185.461
,1216.50600000001
,1171.085
,1153.026
,1205.97900000001
,1175.90300000001
,1209.3
,1234.30400000001
,1210.082
,1199.781
,1170.732
,1165.16
,1265.82700000001
,1252.71900000001
,1222.865
,1207.603
