2069.263,
,1405.052
,1290.798
,1636.5
,1420.569
,1713.856
,965.114999999996
,1794.062
,1995.58
,1781.893
,1964.608
,2148.803
,1792.272
,1868.26500000001
,1868.8
,1257.962
,1237.044
,1712.998
,1832.097
,1824.14100000001
,1689.35799999999
,1730.38499999999
,2124.215
,1802.58800000001
,1927.34199999999
,1978.015
,2196.685
,1675.63499999999
,2011.49499999999
,1850.085
,1865.92699999999
,1719.586
,1403.57599999999
,1547.50799999999
,1864.85400000001
,1834.42099999999
,1820.25000000001
,1502.50899999999
,1843.90699999999
,1738.42700000001
,1921.804
,1324.844
,1503.311
,1954.894
,1366.512
,2175.599
,1550.317
,1598.45100000001
,2108.829
,1984.42
,2329.879
,1402.676
,1363.527
,2011.285
,1996.52400000001
,1805.631
,2050.81099999999
,1700.24400000001
,2189.08599999999
,1751.32299999999
,1655.68100000001
,1924.12999999999
,1696.83700000003
,1691.58100000003
,1648.26799999999
,1698.777
,1973.007
,1943.484
,1501.872
,1968.999
,1607.765
,1991.922
,1426.03499999997
,2066.262
,2009.14499999999
,1793.33799999998
,1819.11399999999
,2171.87399999998
,2426.08800000001
,2250.82199999998
,2044.40500000001
,2104.46299999999
,1643.79299999999
,1546.76200000002
,1461.85900000001
,2168.58199999999
,1932.553
,1824.18
,1676.20900000001
,1643.53
,1902.36500000001
,1480.51600000002
,1153.97199999999
,1943.09200000003
,1592.28800000001
,1901.781
,1939.83699999999
,1580.89600000001
