2069.263,
1480.986,
1137.352,
2066.113,
1716.982,
2007.095,
1906.968,
1932.219,
1488.345,
1786.985,
1295.426,
1989.521,
2428.409,
1908.755,
1897.599,
2170.505,
1738.032,
2211.173,
1659.507,
2087.049,
2089.026,
1521.25,
2105.119,
1768.592,
1607.909,
1977.43,
2239.73,
1973.952,
1992.462,
1595.289,
1695.023,
1975.313,
2121.278,
2083.993,
1332.205,
2196.016,
1683.141,
2241.539,
2024.34700000001,
1793.601,
1961.804,
2428.31,
2195.776,
1554.244,
1737.01500000001,
2005.667,
2233.78099999999,
1952.338,
2058.497,
2618.509,
2216.247,
1356.187,
2116.022,
2207.48399999999,
1582.166,
1710.46999999999,
2168.093,
2015.963,
2045.925,
2100.08199999999,
1946.84,
2091.86499999999,
1973.227,
2055.67000000001,
2661.751,
1907.232,
1505.3,
1508.22,
2284.98600000001,
1743.576,
2747.97,
2105.01599999999,
2267.46399999999,
1560.525,
2240.16300000001,
2143.03499999999,
2125.129,
1753.74600000001,
2080.251,
1652.208,
1499.47,
1683.223,
2086.89699999999,
1991.204,
1777.61000000001,
1729.14399999998,
1539.358,
2145.811,
2010.98500000001,
2245.23299999998,
2006.24599999998,
1529.561,
2210.57900000001,
1790.675,
1897.56499999998,
2278.80499999999,
1631.144,
1956.98400000001,
2060.499,
2291.04500000002,
2001.03000000002,
2014.291,
1997.72400000001,
1530.016,
2016.68500000002,
2089.382,
1446.95600000001,
2083.49700000001,
1427.858,
1782.60900000002,
2250.89899999998,
2021.892,
1578.60699999999,
1711.21099999998,
2396.451,
2043.09199999998,
1738.47999999998,
1594.241,
1849.782,
1954.803,
1812.95899999998,
1990.91900000001,
1256.25600000001,
1534.62999999999,
1962.497,
1959.18800000001,
1589.75500000001,
1910.22300000003,
1683.591,
1708.135,
1331.24499999999,
1944.09899999999,
2007.30699999998,
1637.81700000001,
1733.18100000002,
1387.007,
1509.343,
2066.103,
1665.90800000002,
2025.96999999999,
2160.278,
1987.07099999998,
2538.26200000002,
1414.181,
1755.96300000001,
1363.10599999998,
2099.55700000001,
1790.05800000001,
2052.70299999999,
1727.29300000002,
1754.14100000001,
1817.933,
1228.081,
1919.706,
1713.507,
1998.174,
2200.594,
1627.423,
1576.004,
1755.427,
1815.066,
1927.242,
2007.899,
1818.631,
1720.105,
1775.772,
1913.15,
1589.164,
1716.093,
1641.978,
1866.644,
2023.445,
1302.527,
1632.605,
2065.90900000001,
1912.439,
1926.19199999999,
2307.42600000001,
2013.301,
2050.399,
1886.084,
1956.122,
1879.804,
1346.491,
1397.239,
1926.707,
1212.841,
1987.16299999999,
1977.552,
1975.527,
1997.34400000001,
2017.51,
1956.407,
1907.551,
1949.25,
1701.40200000001,
1735.19,
1883.581,
1939.978,
1631.031,
1969.04400000001,
1647.181,
1348.947,
1739.326,
1352.815,
1291.239,
1429.814,
2018.943,
1802.722,
1945.01999999999,
1047.516,
2025.327,
2047.291,
1902.899,
1913.66500000001,
1804.542,
1782.696,
2056.597,
1573.132,
1950.09000000001,
1915.36399999999,
1409.08200000001,
2165.44699999999,
1941.646,
1832.132,
2175.08500000001,
1965.65199999999,
1719.34,
1923.38400000001,
1264.50999999999,
2042.79199999999,
2277.92300000001,
1894.92800000001,
1945.72599999999,
2048.22000000002,
1898.815,
1538.749,
1903.655,
1992.547,
1938.56799999999,
1774.313,
1625.838,
1624.80899999998,
1866.659,
1587.38700000001,
2142.08100000001,
1881.52999999999,
1891.85,
1945.32999999998,
1957.28999999998,
1876.567,
1259.052,
1542.084,
1873.575,
1976.97200000002,
1992.76400000002,
1409.522,
2032.88300000001,
1958.63299999999,
1606.58799999999,
1740.684,
1998.79800000001,
1848.12500000002,
1557.50300000001,
1909.77,
1973.62600000001,
1655.654,
1966.12800000001,
1980.32900000002,
1621.85400000002,
1465.02399999999,
1892.141,
1721.47299999999,
1471.22700000002,
1307.66300000001,
1335.49100000001,
1951.15399999999,
2070.653,
1493.93199999999,
1441.664,
1964.13100000002,
1490.81,
1935.469,
1948.034,
1875.26999999999,
1753.554,
1331.77,
1884.03699999999,
1635.76500000001,
1607.623,
1736.747,
1926.79,
1866.387,
1817.461,
1783.438,
2004.936,
1823.711,
1485.767,
1646.457,
1432.823,
1769.426,
1865.05,
1305.319,
1399.5,
1810.276,
1555.017,
1745.878,
,1460.721
1851.546,
2519.96,
1724.785,
1615.768,
1292.19700000001,
1857.472,
1729.816,
1950.324,
1597.70499999999,
1683.834,
1918.41,
1867.515,
1990.68199999999,
2041.77100000001,
1873.865,
1753.388,
2005.13200000001,
1656.533,
1134.82399999999,
1912.075,
1733.08799999999,
1660.92500000001,
1473.64,
1613.70100000001,
1946.749,
2013.13300000001,
1690.16199999999,
2046.18200000001,
1850.055,
1582.361,
1951.11499999999,
1649.83000000001,
1248.26400000001,
1942.16199999999,
1566.36900000001,
1855.71699999999,
1345.82199999999,
1658.874,
2018.536,
2241.73,
2003.283,
1736.391,
1880.615,
1771.621,
2634.27,
1474.45,
1252.892,
1852.37899999999,
1843.847,
1811.108,
2081.921,
1956.69899999999,
1452.616,
1587.90099999999,
1803.56100000001,
2050.37900000001,
1558.30199999999,
1777.64700000001,
1597.05699999999,
1424.243,
1848.81599999997,
1799.09299999999,
1875.48899999998,
1092.25400000003,
1627.47200000002,
2645.17299999999,
2057.60100000002,
1877.35099999998,
1856.86100000001,
1536.60900000001,
1620.46300000002,
1594.729,
1909.48699999999,
1191.826,
1575.83699999998,
1957.29699999999,
1925.25199999999,
1862.21599999997,
1634.66200000001,
,2086.993
,1909.611
,1865.557
,1912.289
,2309.592
,1981.979
,1467.592
,1675.779
,1736.94
,2108.612
,1952.033
,1911.831
,2281.679
,2542.842
,1814.77
,1811.902
